objectives;variables;evaluation_time;algorithm_time
[3.492343512000007, -2.1888334];[1.530945685481858, -4.795718728235022, 3.0166128606643845, -5.0, -5.0, -4.754748270488734, 4.2460871998668175, 5.0, -4.760600917577606, 5.0];14.389.747.750.002.400;24.362.441.100.005.500
[3.1196460960000034, -2.490743615];[5.0, -5.0, -2.7473291440122303, 5.0, -5.0, -5.0, -0.16027233033699773, -4.864328622086003, -5.0, -5.0];15.380.573.370.005.000;1.935.057.330.003.470
[3.563792424000012, -2.499999999999304];[0.7310870856766796, -0.7936083363917428, -2.9878148013079837, 3.4423527176932094, 4.844295513035743, 0.13579058766561047, -4.785996108617144, 1.4392706535203619, -2.4239553454345986, -1.8110657441192437];14.169.347.870.000.600;1.935.057.330.003.470
[3.801172968000005, -2.4999999999998317];[2.7814386982314696, -1.609767255495452, -2.0374016925405343, -0.7860846050512613, 4.635607887779981, 3.8472074901050135, 2.593319178124638, -0.17373690201084901, -1.9230517950170616, 1.4526679589607685];14.082.723.409.996.800;1.935.057.330.003.470
[3.603298392000007, -2.3117762];[-2.77150318996191, -2.3783958829078182, -2.361762155498371, 1.14558399924233, -0.9951807830108468, 1.9744512230091171, 1.2659342879424331, -3.411825516189155, 3.992042887655465, 3.1600526843040235];14.051.567.279.995.600;1.935.057.330.003.470
[2.989978704000001, 0.09738399999999992];[5.0, -5.0, 1.8824244338529201, -5.0, -5.0, -5.0, -5.0, -0.6574728063819775, -5.0, -5.0];1.504.255.175.999.710;1.935.057.330.003.470
[3.4633053360000057, -2.4999999991459925];[-3.553549402087013, 4.719591746175324, -1.813503418295209, -2.165712741213286, -2.8059455484123212, -2.931005120951647, -0.4120292409287032, -1.9428761745485041, 2.4717234165398816, 1.5715667662165629];137.470.087.099.995;1.958.254.809.997.740
[3.7244512800000127, -2.4999999999987814];[-0.6003428263482, -4.278172352276776, -1.74643381411044, 1.270921157395426, 0.2572420650478202, 4.883047317899498, 0.6182047080503015, 2.7548199119274743, 1.2332011983597209, 0.8358018074695241];13.787.266.519.997.500;1.958.254.809.997.740
[3.1703091120000026, -2.4999999999944253];[5.0, -5.0, 4.526692483818724, -5.0, -5.0, -5.0, 5.0, -4.953118171321619, -5.0, -5.0];14.771.415.979.997.200;1.958.254.809.997.740
[3.6098609040000063, -2.4999999999981157];[2.4680147133769204, -2.8373983502389195, -2.7857346273912427, 2.2662180010230255, 3.0161077901720468, -3.945889705792042, -1.319330651313086, 0.3416999708866939, -0.5995948798954531, 3.3191188424820464];1.429.921.477.000.460;1.958.254.809.997.740
[3.6962444880000027, -2.499999999998472];[1.6163036123710084, -0.35863587606640923, 0.8622098334638757, 0.08781824246944758, -3.8950337751652757, 4.952004394580257, 2.0045972885932564, 3.534875032959233, -2.259346712360326, -2.6223572163676416];13.893.891.270.004.600;1.958.254.809.997.740
[3.8186789040000058, -2.499999999999536];[4.998661419503808, -0.7521243653961553, 1.2686623631470129, 0.5484721932749359, -1.9507345154230427, 2.941630347508913, -1.605765616063219, 3.919467622558054, 3.931796021762505, -3.7094024373259815];15.715.873.180.003.800;22.983.157.099.981.300
[3.702818232000013, -1.8775634];[-0.1425169524513894, -4.456219400113123, 5.0, 3.8707508485709674, 2.606041014800729, -4.433919787081128, -0.1604729441494568, -3.179346509843521, 4.78090679823692, 0.3415790965001939];16.043.651.999.998.800;22.983.157.099.981.300
[3.200354064000002, -2.41319715];[-5.0, -5.0, 4.163925211516714, -5.0, 3.328900151407483, -5.0, 5.0, -5.0, -1.5282609122390687, -5.0];17.371.646.110.003.300;22.983.157.099.981.300
[3.3834661200000116, -2.499999999998601];[-5.0, 4.699955711055479, -3.9766081862509455, -5.0, -5.0, 5.0, 3.7185996857898687, 5.0, -5.0, -5.0];16.560.235.189.995.700;22.983.157.099.981.300
[3.5106739200000128, -2.499999999997122];[4.5117431896975315, 5.0, -1.072968674270196, 5.0, -5.0, -5.0, 5.0, -3.1075803857001176, -5.0, -5.0];16.953.857.650.002.400;22.983.157.099.981.300
[3.6890793360000034, -2.4999999998834666];[4.267066497808065, -4.532389784925871, 4.206775207994076, -1.9553235038464036, -0.31430714989535335, 0.08195076941933976, -1.685452504883505, 1.4319005605940527, -2.1811627969408582, 4.271654308066532];15.356.486.879.999.200;23.424.612.500.006.300
[3.6341222400000097, -2.4992316455];[-2.023091779833898, 1.7341921615293199, 3.984373836459108, 2.4781557034063244, -3.3263387734541063, 0.779771593740799, -0.5114708533381425, -3.6343806100428004, -1.3272043950714436, 2.8924028330749785];15.746.102.509.996.800;23.424.612.500.006.300
[3.6080249040000014, -2.4999999999986566];[-4.331698646751012, -3.2284411079882225, -3.5012308223797506, -2.65928806551402, 2.9379090522688722, -0.3974717768334042, 3.8183236795828606, 5.0, 0.7523861355006698, 1.4477020627424757];1.525.457.893.999.990;23.424.612.500.006.300
[2.8734568560000033, 7.499714000000001];[-3.294292470321484, -5.0, -0.8752956537575125, -5.0, -5.0, -5.0, 5.0, -5.0, -5.0, -5.0];1.585.521.362.000.140;23.424.612.500.006.300
[3.5007282000000113, -2.326289];[-4.339758092537703, -3.4703675284983575, 1.987313423305829, 0.17729457467815202, 1.5481025259936834, 0.12652758508957174, -4.4309156388047946, 3.47598467022147, 1.2702793069180718, -1.473705349490107];15.333.552.309.998.700;23.424.612.500.006.300
[2.8530800640000074, -2.499999999997116];[-4.338319876469364, -5.0, -4.651725732036321, -5.0, -3.2711783284253926, 0.7339429095549166, -3.3737030923710507, -2.560645041394851, -5.0, -2.6513304592097624];15.885.862.199.997.000;19.815.929.599.979.400
[2.8201547520000094, -2.4999999999978466];[-5.0, -2.6905921735378366, -2.627218929165541, -5.0, -5.0, -5.0, -1.9938217440645714, -4.376517542645446, -3.9807529790845972, -0.968406360314571];15.637.582.720.001.200;19.815.929.599.979.400
[3.8150319600000064, -2.4999999999975797];[-3.9428134569335365, 3.003437146983586, 1.637035901168451, -0.7371493685840003, 3.6387571435294905, 0.5280191984225606, 0.9588071645060259, 3.35208840832847, 1.6759218857478988, -0.6922306550190065];15.136.319.060.000.800;19.815.929.599.979.400
[3.5882509680000005, -2.499999999992362];[-5.0, 0.12298869294979653, 2.4421891162651796, 1.6965118035432258, 3.2677579931852083, 0.9884103905165063, -1.626288350048033, -1.9321051533502889, -4.47214747242638, 3.435417333224171];15.499.870.490.003.300;19.815.929.599.979.400
[2.7893419200000076, -2.46128809];[-5.0, -5.0, 0.06995803303694892, -5.0, -5.0, -5.0, -1.0069416982565755, -4.067322569706196, -3.7638014542279024, -4.2957114645040475];15.851.075.119.996.600;19.815.929.599.979.400
[3.6770777280000084, -2.4999999999870166];[1.039159390221208, 3.4573942408679414, 3.1888835163579863, -2.853793524159767, 0.7129857212994715, -1.569022284377585, 3.4093295599473787, -4.223641244515095, -4.386699217543418, 4.260493759555239];15.787.882.250.000.200;2.358.470.170.001.960
[3.5232345360000084, -2.4999999999990123];[1.167676699789979, 1.8725090056282525, -1.099834287109708, -0.45903123613223773, 2.4894001489203257, -5.0, -4.508400303623737, 1.2222325498820341, -3.614500861439568, 3.8426247109806795];1.589.460.909.999.900;2.358.470.170.001.960
[3.1175318880000136, -1.479488];[1.402106609520195, -5.0, 1.4183982298441293, -5.0, -5.0, -5.0, -0.6903380101619412, 5.0, -5.0, -5.0];16.143.963.649.997.000;2.358.470.170.001.960
[2.884435056000001, -2.4999999999113482];[-0.5557344951638994, -5.0, -1.2788083068069502, -5.0, -5.0, -5.0, -5.0, -4.8209769077779905, 2.9941657616332336, -5.0];16.065.341.990.004.500;2.358.470.170.001.960
[3.733661304000005, -2.4999999999994307];[-2.0553664863109002, -3.6346793640405437, -0.6360236089677223, 4.233664181083443, 0.30789427459241825, 4.832540834322609, 1.1922407522798082, 1.9940965250134948, -0.15159113332635243, -0.42809016071263173];15.157.241.369.999.200;2.358.470.170.001.960
[3.5951368320000094, -2.499999999998368];[4.629516564926083, 3.8519108398834447, 1.5435697479580979, -3.893853547285094, 4.477040030994159, -2.236441244219804, -1.9801538545738193, -1.6146247917024596, -0.8240493853427626, -4.711394569108079];15.805.729.399.999.800;2.277.208.680.001.780
[3.3806598480000116, -2.4999999999983324];[-4.732010744201348, 0.1839368658499989, -2.647601099833122, 4.800434055608061, 1.2719092565204004, 4.426224177767464, -4.067272073087015, -3.8943009823955825, -3.013039311575935, -3.016299381732841];1.577.782.159.000.050;2.277.208.680.001.780
[3.032323128000003, -2.0719465];[-1.8146659899061635, -5.0, 5.0, -5.0, -5.0, -5.0, 5.0, -5.0, -5.0, -5.0];1.635.351.529.000.320;2.277.208.680.001.780
[3.589179120000008, -2.4999999999676072];[2.4905540607869128, -4.010427771135894, -4.185254368930238, 2.6585737150161117, 3.0965790059416882, -3.4207660332308167, 3.710116865113955, 2.982526775449882, -3.9122502971437925, -0.4439591802657681];15.572.933.389.997.300;2.277.208.680.001.780
[3.479166432000011, -2.4999999999939586];[0.8425072114914176, 4.288653489203098, -4.363818336277381, -4.131609238684126, 2.0977186039089544, -2.221521129830207, -0.35007864236799335, -1.8982992973177666, 0.5567945260553095, -0.9478654619307356];1.566.760.871.000.000;2.277.208.680.001.780
[3.8680517520000013, -1.6520873];[5.0, -0.8521125517942574, 4.092313663029765, 2.70029610325735, -2.6235456243091915, 1.8624238624727427, 5.0, -3.0563916685677794, 0.08554559469273393, -0.332055297251415];16.058.890.259.999.300;24.084.093.899.989.900
[3.0628443600000113, -1.9714832];[-5.0, -5.0, 3.4306735349062993, -5.0, -5.0, -5.0, 5.0, 1.1676743916010697, -5.0, -5.0];16.029.869.010.002.500;24.084.093.899.989.900
[2.963750256, -2.3041729];[-5.0, -5.0, -2.677111903697023, -5.0, -5.0, -5.0, 5.0, 2.6877776269563567, -5.0, -5.0];15.964.445.660.001.300;24.084.093.899.989.900
[3.9489536880000093, -2.4999999999982907];[1.798551626137332, 4.774187015851032, -3.012847200470936, 2.7079913774529327, -2.511783618694233, 3.8208839433555557, 3.288813098055499, 0.1522474940242411, 0.41083049764639235, 4.193070125680784];1.546.869.727.000.010;24.084.093.899.989.900
[3.2665870080000046, -0.798889];[2.310083663520083, 5.0, -1.161282520435814, -4.458004288361245, -4.449714669854238, -4.864502505314519, -2.4958187268888787, -3.4793578759498924, -5.0, 2.6294847503107155];16.570.785.060.001.000;24.084.093.899.989.900
